product_concept_key,product_name,core_family,product_form,sku_count,scent_identity_status,scent_identity_values,note_status,note_values,scent_profile_status,scent_profile_values,function_status,function_values,function_evidence_fields,scene_status,scene_values,scene_evidence_fields,user_need_status,user_need_values,user_need_evidence_fields,care_status,care_values,care_evidence_fields,inspiration_status,inspiration_evidence_fields,material_status,material_values,material_evidence_fields,craft_status,craft_evidence_fields,compatibility_status,evidence_field_count,evidence_fields,direct_semantic_dimension_count,manual_review_flags,source_url
CANDLEGA1::香氛蜡烛栀子花,香氛蜡烛-栀子花,家居香氛,经典香氛蜡烛,1,none,,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/gardenia-candle-remavp.html
CANDLEGR1::香氛蜡烛玫瑰天竺葵,香氛蜡烛-玫瑰天竺葵,家居香氛,经典香氛蜡烛,1,candidate,玫瑰天竺葵,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function|scent_identity_name_only,https://www.diptyque-cn.com/p/rose-geranium-candle-remavp.html
CANDLEGV1::香氛蜡烛杜松,香氛蜡烛-杜松,家居香氛,经典香氛蜡烛,1,none,,none,,direct,辛香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/juniper-candle-remavp.html
CANDLEI1::香氛蜡烛鸢尾,香氛蜡烛-鸢尾,家居香氛,经典香氛蜡烛,1,none,,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/iris-candle-remavp.html
CANDLEJA::迷你香氛蜡烛茉莉,迷你香氛蜡烛-茉莉,家居香氛,迷你香氛蜡烛,1,none,,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/jasmin-mini-candle.html
CANDLEJA::香氛蜡烛茉莉,香氛蜡烛-茉莉,家居香氛,经典香氛蜡烛,1,none,,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/bougie-jasmin-190g-remavp.html
CANDLEJG2::香氛蜡烛约翰迦利诺,香氛蜡烛-约翰迦利诺,家居香氛,经典香氛蜡烛,1,none,,none,,direct,木质香调,candidate,扩香,,direct,旅行,pdp_short_description,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/john-galliano-candle-remavp.html
CANDLELY1::香氛蜡烛清水百合,香氛蜡烛-清水百合,家居香氛,经典香氛蜡烛,1,none,,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/lily-candle-remavp.html
CANDLEMG1::香氛蜡烛铃兰,香氛蜡烛-铃兰,家居香氛,经典香氛蜡烛,1,none,,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/bougie-muguet-1-remavp.html
CANDLEMI::迷你香氛蜡烛含羞草,迷你香氛蜡烛-含羞草,家居香氛,迷你香氛蜡烛,1,direct,含羞草,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/petite-bougie-mimosa-1.html
CANDLEMI::香氛蜡烛含羞草,香氛蜡烛-含羞草,家居香氛,经典香氛蜡烛,1,direct,含羞草,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/mimosa-candle-1-remavp.html
CANDLEMS1::香氛蜡烛青苔,香氛蜡烛-青苔,家居香氛,经典香氛蜡烛,1,none,,none,,direct,木质香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/mousses-moss-candle-remavp.html
CANDLEMU1::香氛蜡烛麝香,香氛蜡烛-麝香,家居香氛,经典香氛蜡烛,1,none,,none,,direct,木质香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/musc-musk-candle-remavp.html
CANDLEMV1::香氛蜡烛薄荷,香氛蜡烛-薄荷,家居香氛,经典香氛蜡烛,1,none,,none,,direct,草本香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/menthe-verte-spearmint-candle-remavp.html
CANDLEMY1::香氛蜡烛没药,香氛蜡烛-没药,家居香氛,经典香氛蜡烛,1,none,,none,,direct,木质香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/myrrhe-candle-remavp.html
CANDLENG1::香氛蜡烛清雅水烟,香氛蜡烛-清雅水烟,家居香氛,经典香氛蜡烛,1,none,,none,,direct,辛香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/narguile-candle-remavp.html
CANDLENO1::香氛蜡烛榛树,香氛蜡烛-榛树,家居香氛,经典香氛蜡烛,1,none,,none,,direct,果香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/bougie-noisetier-190g-remavp.html
CANDLEO1::香氛蜡烛橙树,香氛蜡烛-橙树,家居香氛,经典香氛蜡烛,1,none,,none,,direct,果香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/oranger-orange-tree-candle-remavp.html
CANDLEORTIE190::香氛蜡烛荨麻草,香氛蜡烛-荨麻草,家居香氛,经典香氛蜡烛,1,none,,none,,direct,草本香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/ortie190-candle.html
CANDLEOU1::香氛蜡烛乌木,香氛蜡烛-乌木,家居香氛,经典香氛蜡烛,1,none,,none,,direct,木质香调,candidate,扩香,,direct,旅行,pdp_short_description,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/oud-candle-remavp.html
CANDLEOX1::香氛蜡烛红没药,香氛蜡烛-红没药,家居香氛,经典香氛蜡烛,1,none,,none,,direct,木质香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/opopanax-candle-190g-remavp.html
CANDLEOY1::香氛蜡烛柑橘香,香氛蜡烛-柑橘香,家居香氛,经典香氛蜡烛,1,none,,none,,direct,果香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/oyedo-candle-remavp.html
CANDLEPA1::香氛蜡烛广藿香,香氛蜡烛-广藿香,家居香氛,经典香氛蜡烛,1,none,,none,,direct,草本香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/bougie-patchouli-190g-remavp.html
CANDLEPCA001::青苔禅寺,青苔禅寺,家居香氛,大千之境香氛蜡烛,1,none,,direct,抹茶香精|苔藓香精|雪松香精,none,,candidate,扩香,,direct,中大型房间,caracteristics_text,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,direct,story_text,none,,,direct,savoir_faire_text,none,6,pdp_short_description|pdp_long_description|usage_tips_text|story_text|savoir_faire_text|caracteristics_text,5,care_instruction_not_product_function,https://www.diptyque-cn.com/p/temple-des-mousses-moss-temple-refillable-candle.html
CANDLEPCA001::青苔禅寺香氛蜡烛补充装,青苔禅寺香氛蜡烛补充装,家居香氛,大千之境香氛蜡烛,1,none,,direct,抹茶香精|苔藓香精|雪松香精,none,,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|首次燃烧,usage_tips_text,direct,story_text,none,,,direct,savoir_faire_text,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|savoir_faire_text,4,care_instruction_not_product_function,https://www.diptyque-cn.com/p/temple-des-mousses-moss-temple-candle-refill.html
CANDLEPCA002::流金大地,流金大地,家居香氛,大千之境香氛蜡烛,1,none,,direct,白陶土香精|红雪松香精|麦麸香精,none,,candidate,扩香,,direct,中大型房间,caracteristics_text,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,direct,story_text,none,,,direct,savoir_faire_text,none,6,pdp_short_description|pdp_long_description|usage_tips_text|story_text|savoir_faire_text|caracteristics_text,5,care_instruction_not_product_function,https://www.diptyque-cn.com/p/terres-blondes-golden-lands-refillable-candle.html
CANDLEPCA002::流金大地香氛蜡烛补充装,流金大地香氛蜡烛补充装,家居香氛,大千之境香氛蜡烛,1,none,,direct,焦土香精|红雪松香精|麦麸香精,none,,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|首次燃烧,usage_tips_text,direct,story_text,none,,,direct,savoir_faire_text,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|savoir_faire_text,4,care_instruction_not_product_function,https://www.diptyque-cn.com/p/terres-blondes-golden-lands-candle-refill.html
CANDLEPCA003::梦幻雨林,梦幻雨林,家居香氛,大千之境香氛蜡烛,1,none,,direct,依兰香精|茉莉香精|香草香精,none,,candidate,扩香,,direct,中大型房间,caracteristics_text,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,direct,story_text,none,,,direct,savoir_faire_text,none,6,pdp_short_description|pdp_long_description|usage_tips_text|story_text|savoir_faire_text|caracteristics_text,5,care_instruction_not_product_function,https://www.diptyque-cn.com/p/la-foret-reve-forest-dreams-refillable-candle.html
CANDLEPCA003::梦幻雨林香氛蜡烛补充装,梦幻雨林香氛蜡烛补充装,家居香氛,大千之境香氛蜡烛,1,none,,direct,依兰香精|茉莉香精|香草香精,none,,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|首次燃烧,usage_tips_text,direct,story_text,none,,,direct,savoir_faire_text,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|savoir_faire_text,4,care_instruction_not_product_function,https://www.diptyque-cn.com/p/la-foret-reve-forest-dreams-candle-refill.html
CANDLEPCA004::曼妙庄园,曼妙庄园,家居香氛,大千之境香氛蜡烛,1,none,,direct,橙花|茉莉|鸢尾,none,,direct,扩香,pdp_short_description|story_text|usage_tips_text,direct,中大型房间,caracteristics_text,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,direct,story_text,none,,,direct,savoir_faire_text,none,6,pdp_short_description|pdp_long_description|usage_tips_text|story_text|savoir_faire_text|caracteristics_text,6,care_instruction_not_product_function,https://www.diptyque-cn.com/p/nymphees-merveilles-nymphaeum-of-wonders-refillable-candle.html
CANDLEPCA004::曼妙庄园香氛蜡烛补充装,曼妙庄园香氛蜡烛补充装,家居香氛,大千之境香氛蜡烛,1,none,,direct,橙花|茉莉|鸢尾,none,,direct,扩香,pdp_short_description|story_text|usage_tips_text,none,,,none,,,direct,修剪烛芯|控制燃烧时长|首次燃烧,usage_tips_text,direct,story_text,none,,,direct,savoir_faire_text,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|savoir_faire_text,5,care_instruction_not_product_function,https://www.diptyque-cn.com/p/nymphees-merveilles-nymphaeum-of-wonders-candle-refill.html
CANDLEPCA005::时光幽谷,时光幽谷,家居香氛,大千之境香氛蜡烛,1,none,,direct,白茶香精|茉莉香精|马黛茶香精,none,,candidate,扩香,,direct,中大型房间,caracteristics_text,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,direct,story_text,none,,,direct,savoir_faire_text,none,6,pdp_short_description|pdp_long_description|usage_tips_text|story_text|savoir_faire_text|caracteristics_text,5,care_instruction_not_product_function,https://www.diptyque-cn.com/p/la-vallee-du-temps-valley-of-time-refillable-candle.html
CANDLEPCA005::时光幽谷香氛蜡烛补充装,时光幽谷香氛蜡烛补充装,家居香氛,大千之境香氛蜡烛,1,none,,direct,白茶香精|茉莉香精|马黛茶香精,none,,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|首次燃烧,usage_tips_text,direct,story_text,none,,,direct,savoir_faire_text,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|savoir_faire_text,4,care_instruction_not_product_function,https://www.diptyque-cn.com/p/la-vallee-du-temps-valley-of-time-candle-refill.html
CANDLEPM1::香氛蜡烛香丸,香氛蜡烛-香丸,家居香氛,经典香氛蜡烛,1,none,,none,,direct,辛香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/bougie-pomander-190g-remavp.html
CANDLERHUBA190::香氛蜡烛大黄,香氛蜡烛-大黄,家居香氛,经典香氛蜡烛,1,none,,none,,direct,果香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/rhuba190-candle.html
CANDLERO1500::超大号香氛蜡烛玫瑰,超大号香氛蜡烛-玫瑰,家居香氛,超大号香氛蜡烛,1,candidate,玫瑰,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function|scent_identity_name_only,https://www.diptyque-cn.com/p/roses-extralarge-candle.html
CANDLERO300::中号香氛蜡烛玫瑰,中号香氛蜡烛-玫瑰,家居香氛,中号香氛蜡烛,1,candidate,玫瑰,none,,direct,花香调,candidate,扩香,,direct,中大型房间,caracteristics_text,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function|scent_identity_name_only,https://www.diptyque-cn.com/p/bougie-ro-300g.html
CANDLEROSE600::大号香氛蜡烛玫瑰,大号香氛蜡烛-玫瑰,家居香氛,大号香氛蜡烛,1,direct,玫瑰,none,,direct,花香调,candidate,扩香,,direct,中大型房间,caracteristics_text,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,4,care_instruction_not_product_function,https://www.diptyque-cn.com/p/roses-candle-600g.html
CANDLEROSE::迷你香氛蜡烛玫瑰,迷你香氛蜡烛-玫瑰,家居香氛,迷你香氛蜡烛,1,direct,玫瑰,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/roses-small-candle.html
CANDLEROSE::香氛蜡烛玫瑰,香氛蜡烛-玫瑰,家居香氛,经典香氛蜡烛,1,direct,玫瑰,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/roses-candle-remavp.html
CANDLESA1::香氛蜡烛檀香,香氛蜡烛-檀香,家居香氛,经典香氛蜡烛,1,none,,none,,direct,木质香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,3,pdp_short_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/sa2-candle-1-remavp.html
CANDLESESAM190::香氛蜡烛黑芝麻,香氛蜡烛-黑芝麻,家居香氛,经典香氛蜡烛,1,none,,none,,direct,辛香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/sesam190-candle.html
CANDLESET5X35EL::迷你香氛蜡烛礼盒5只装（限量版）,迷你香氛蜡烛礼盒-5只装（限量版）,家居香氛,迷你香氛蜡烛,1,none,,none,,none,,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长,usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,1,care_instruction_not_product_function,https://www.diptyque-cn.com/p/set5x35el-candle-190g-1.html
CANDLESHISO190::香氛蜡烛紫苏,香氛蜡烛-紫苏,家居香氛,经典香氛蜡烛,1,none,,none,,direct,草本香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/shiso190-candle.html
CANDLESUM26PI190::香氛蜡烛松林（限量版）,香氛蜡烛-松林（限量版）,家居香氛,经典香氛蜡烛,1,none,,none,,direct,木质香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|首次燃烧,usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|description_text|usage_tips_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/candle-sum26pi190-190g.html
CANDLET1::香氛蜡烛茶树,香氛蜡烛-茶树,家居香氛,经典香氛蜡烛,1,none,,none,,direct,草本香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/the-tea-candle-remavp.html
CANDLETAPCDLB1B::琥珀烛台香氛蜡烛,琥珀烛台香氛蜡烛,家居香氛,烛台香氛蜡烛,1,candidate,琥珀,none,,direct,木质香调,candidate,扩香|装饰,,none,,,none,,,direct,控制燃烧时长,usage_tips_text,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,2,long_description_semantics_untyped|scent_identity_name_only,https://www.diptyque-cn.com/p/ambre-amber-scented-dinner-candle-75g.html
CANDLETB1500::超大号香氛蜡烛晚香玉,超大号香氛蜡烛-晚香玉,家居香氛,超大号香氛蜡烛,1,direct,晚香玉,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|首次燃烧,caracteristics_text|usage_tips_text,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,care_instruction_not_product_function,https://www.diptyque-cn.com/p/tubereuse-tuberose-interior-exterior-candle.html
CANDLETB::迷你香氛蜡烛晚香玉,迷你香氛蜡烛-晚香玉,家居香氛,迷你香氛蜡烛,1,direct,晚香玉,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/tubereuse-tuberose-small-candle.html
CANDLETB::香氛蜡烛晚香玉,香氛蜡烛-晚香玉,家居香氛,经典香氛蜡烛,1,direct,晚香玉,none,,direct,花香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/tubereuse-tuberose-candle-remavp.html
CANDLETBR2::中号香氛蜡烛晚香玉,中号香氛蜡烛-晚香玉,家居香氛,中号香氛蜡烛,1,direct,晚香玉,none,,direct,花香调,candidate,扩香,,direct,中大型房间,caracteristics_text,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,4,care_instruction_not_product_function,https://www.diptyque-cn.com/p/tubereuse-candle-300g-remavp.html
CANDLETI1::香氛蜡烛椴木,香氛蜡烛-椴木,家居香氛,经典香氛蜡烛,1,none,,none,,direct,花香调,direct,留香,pdp_long_description|usage_tips_text,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/bougie-tilleul-1-remavp.html
CANDLEVA1::香氛蜡烛香草,香氛蜡烛-香草,家居香氛,经典香氛蜡烛,1,none,,none,,direct,辛香调,direct,留香,pdp_long_description|pdp_short_description|usage_tips_text,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/bougie-vanille-190-remavp.html
CANDLEVERVEINE::迷你香氛蜡烛马鞭草,迷你香氛蜡烛-马鞭草,家居香氛,迷你香氛蜡烛,1,none,,none,,direct,草本香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/verveine-lemon-verbena-small-candle.html
CANDLEVERVEINE::香氛蜡烛马鞭草,香氛蜡烛-马鞭草,家居香氛,经典香氛蜡烛,1,none,,none,,direct,草本香调,candidate,扩香,,none,,,direct,放松|空间清新,pdp_long_description,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/bougie-verveine-190-remavp.html
CANDLEVL1::香氛蜡烛紫罗兰,香氛蜡烛-紫罗兰,家居香氛,经典香氛蜡烛,1,none,,none,,direct,花香调,direct,留香,pdp_long_description|usage_tips_text,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,care_instruction_not_product_function,https://www.diptyque-cn.com/p/violette-violet-candle-remavp.html
CANDLEVY1::香氛蜡烛维堤里欧,香氛蜡烛-维堤里欧,家居香氛,经典香氛蜡烛,1,none,,none,,direct,草本香调,candidate,扩香,,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,care_instruction_not_product_function,https://www.diptyque-cn.com/p/vetyver-vetiver-candle-190g-remavp.html
