product_concept_key,product_name,core_family,product_form,sku_count,scent_identity_status,scent_identity_values,note_status,note_values,scent_profile_status,scent_profile_values,function_status,function_values,function_evidence_fields,scene_status,scene_values,scene_evidence_fields,user_need_status,user_need_values,user_need_evidence_fields,care_status,care_values,care_evidence_fields,inspiration_status,inspiration_evidence_fields,material_status,material_values,material_evidence_fields,craft_status,craft_evidence_fields,compatibility_status,evidence_field_count,evidence_fields,direct_semantic_dimension_count,manual_review_flags,source_url
DECOTABLE10::风景画陶瓷托盘杜桑,风景画陶瓷托盘-杜桑,艺术家居,托盘,1,none,,none,,none,,candidate,装饰,,direct,旅行,pdp_long_description,none,,,direct,清洁方法,usage_tips_text,direct,story_text,direct,陶瓷,caracteristics_text,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,,https://www.diptyque-cn.com/p/panoramic-tray-do-son.html
DECOTABLE11::风景画陶瓷托盘玫瑰,风景画陶瓷托盘-玫瑰,艺术家居,托盘,1,none,,none,,none,,candidate,装饰,,none,,,none,,,direct,清洁方法,usage_tips_text,direct,story_text,direct,陶瓷,caracteristics_text,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,3,,https://www.diptyque-cn.com/p/panoramic-tray-rose.html
DECOVASE01587::全曲线高脚玻璃花瓶,全曲线高脚玻璃花瓶,艺术家居,花瓶,1,none,,none,,none,,candidate,装饰,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,candidate,玻璃,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,1,long_description_semantics_untyped,https://www.diptyque-cn.com/p/torsade-vase.html
DECOVASE01606::苦橙色蜡质花瓶L,苦橙色蜡质花瓶 L,艺术家居,花瓶,1,none,,none,,none,,candidate,装饰,,direct,餐桌,story_text,none,,,direct,清洁方法,usage_tips_text,direct,story_text,direct,蜡，陶瓷,caracteristics_text,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,,https://www.diptyque-cn.com/p/large-wax-vase-orange.html
DECOVIDE-POCHE::托盘L巴西莱,托盘L-巴西莱,艺术家居,托盘,1,none,,none,,none,,candidate,装饰,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,direct,陶瓷,caracteristics_text,direct,savoir_faire_text,none,5,pdp_short_description|pdp_long_description|usage_tips_text|savoir_faire_text|caracteristics_text,3,,https://www.diptyque-cn.com/p/basile-tray-large-model-deco00786.html
DECOWHITE01::白色蜡质花瓶S,白色蜡质花瓶 S,艺术家居,花瓶,1,none,,none,,none,,candidate,装饰,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,direct,蜡，陶瓷,caracteristics_text,direct,savoir_faire_text,none,5,pdp_short_description|pdp_long_description|usage_tips_text|savoir_faire_text|caracteristics_text,3,,https://www.diptyque-cn.com/p/small-wax-vase.html
DECOWHITE02::白色蜡质花瓶L,白色蜡质花瓶 L,艺术家居,花瓶,1,none,,none,,none,,candidate,装饰,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,direct,蜡，陶瓷,caracteristics_text,direct,savoir_faire_text,none,5,pdp_short_description|pdp_long_description|usage_tips_text|savoir_faire_text|caracteristics_text,3,,https://www.diptyque-cn.com/p/large-wax-vase-manulena-deco00713.html
DIPDECO01436::千面光影镜面烛台,千面光影镜面烛台,艺术家居,烛台,1,none,,none,,none,,candidate,装饰,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,direct,黄铜镜面，矿物质底座,caracteristics_text,none,,direct,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,,https://www.diptyque-cn.com/p/flames-reflecting-candle-stand.html
DIPXM25DECO01647::融蜡造型烛台,融蜡造型烛台,艺术家居,烛台,1,none,,none,,none,,candidate,装饰,,none,,,none,,,direct,清洁方法,usage_tips_text,direct,story_text,direct,釉面陶瓷,caracteristics_text,none,,direct,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,,https://www.diptyque-cn.com/p/holiday-shell-stand-for-candles.html
DIPXM25LARGEEDPFL::典藏版肌肤之花淡香精,典藏版肌肤之花淡香精,个人香氛,淡香精,1,candidate,肌肤之花,direct,粉红胡椒|鸢尾|麝香|黄葵,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,scent_identity_name_only,https://www.diptyque-cn.com/p/fleur-de-peau-eau-de-parfum-200ml-holiday.html
DIPXM25LARGEEDPOR::典藏版奥费恩淡香精,典藏版奥费恩淡香精,个人香氛,淡香精,1,direct,奥费恩,direct,杜松子|茉莉|雪松|零陵香豆,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/orpheon-eau-de-parfum-200ml-holiday.html
DRGCERAMWOOL2::雪松木衣物香氛陶瓷补充装,雪松木衣物香氛陶瓷补充装,家居香氛,室内香氛,1,none,,none,,none,,candidate,扩香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,1,,https://www.diptyque-cn.com/p/refill-ceramic-for-wool-and-delicate-textiles-with-cedarwood.html
Dip2022102026::星座玻璃烛罩,星座玻璃烛罩,艺术家居,烛罩,1,none,,none,,none,,candidate,蜡烛养护,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,direct,玻璃,caracteristics_text,none,,direct,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,,https://www.diptyque-cn.com/p/constellation-candle-holder-decov21068.html
Dip2022102027::字母金属烛罩,字母金属烛罩,艺术家居,烛罩,1,none,,none,,none,,candidate,蜡烛养护,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,direct,金属,caracteristics_text,none,,direct,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,,https://www.diptyque-cn.com/p/alphabet-candle-holder-deco01069.html
Dip2022102028::金字塔玻璃烛罩,金字塔玻璃烛罩,艺术家居,烛罩,1,none,,none,,none,,candidate,蜡烛养护,,none,,,direct,营造氛围,pdp_long_description,direct,清洁方法,usage_tips_text,none,,direct,硼硅玻璃,caracteristics_text,direct,savoir_faire_text,direct,5,pdp_short_description|pdp_long_description|usage_tips_text|savoir_faire_text|caracteristics_text,5,,https://www.diptyque-cn.com/p/gold-pyramid-candle-holder-deco01070.html
Dip2023DECO01305::金色融蜡陶瓷烛罩,金色融蜡陶瓷烛罩,艺术家居,烛罩,1,none,,none,,none,,candidate,蜡烛养护,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,direct,利摩日陶瓷,caracteristics_text,direct,savoir_faire_text,direct,5,pdp_short_description|pdp_long_description|usage_tips_text|savoir_faire_text|caracteristics_text,4,,https://www.diptyque-cn.com/p/gold-melted-wax-candle-holder-for-classic-candle-deco01305.html
EDP34BEDP75::圣日尔曼大道34号淡香精,圣日尔曼大道34号淡香精,个人香氛,淡香精,1,direct,圣日尔曼大道34号,direct,檀香|粉红胡椒|香草,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-eau-de-parfum-1.html
EDPBOHEMEP75C::波西米亚安息香淡香精,波西米亚安息香淡香精,个人香氛,淡香精,1,none,,direct,安息香|岩蔷薇|广藿香|秘鲁香脂,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/benjoin-boheme-eau-de-parfum.html
EDPBOISCOR100::暖木之息淡香精,暖木之息淡香精,个人香氛,淡香精,1,direct,大千之蕴,direct,檀香|阿拉比卡咖啡|香豆,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/bois-corse-de-parfum-100ml.html
EDPCAPITAP75C::巴黎之水淡香精,巴黎之水淡香精,个人香氛,淡香精,1,direct,巴黎之水,direct,佛手柑|广藿香|玫瑰|玫瑰浆果,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/eau-capitale-eau-de-parfum-1.html
EDPCOFPARFPMINI::大千之蕴淡香精系列体验套装,大千之蕴淡香精系列体验套装,个人香氛,礼盒,1,direct,大千之蕴,none,,none,,none,,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/set-of-5-les-essences-de-parfum.html
EDPCORAIL100::暗影珊瑚淡香精,暗影珊瑚淡香精,个人香氛,淡香精,1,direct,大千之蕴,direct,波旁玫瑰,direct,柑橘,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,4,,https://www.diptyque-cn.com/p/corail-oscuro-de-parfum-100ml.html
EDPDOSONP75C::杜桑淡香精,杜桑淡香精,个人香氛,淡香精,1,direct,杜桑,direct,晚香玉|橙花|茉莉|龙涎香,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/do-son-eau-de-parfum-75ml-1.html
EDPDUELLEP75C::杜耶尔淡香精,杜耶尔淡香精,个人香氛,淡香精,1,none,,direct,焚香|粉红胡椒|莎草油|香草,none,,candidate,留香,,direct,旅行,pdp_short_description,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,,https://www.diptyque-cn.com/p/eau-duelle-eau-de-parfum-75ml-1.html
EDPFLEURP75C::肌肤之花淡香精,肌肤之花淡香精,个人香氛,淡香精,1,candidate,肌肤之花,direct,粉红胡椒|鸢尾|麝香|黄葵籽,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,1,long_description_semantics_untyped|scent_identity_name_only,https://www.diptyque-cn.com/p/fleur-de-peau-eau-de-parfum-1.html
EDPLILYPHEA100::睡莲悠悠淡香精,睡莲悠悠淡香精,个人香氛,淡香精,1,direct,大千之蕴,direct,小豆蔻|紫罗兰叶|香草,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/lilyphea-de-parfum-100ml.html
EDPLUNAMAR100::潮汐月影淡香精,潮汐月影淡香精,个人香氛,淡香精,1,direct,大千之蕴,direct,乳香|岩蔷薇|粉红胡椒,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/lunamaris-de-parfum-100ml.html
EDPMEASTP75C::旅行之水淡香精,旅行之水淡香精,个人香氛,淡香精,1,none,,direct,皮革|覆盆子|阿特拉斯雪松|鸢尾,none,,candidate,留香,,direct,旅行,pdp_short_description|story_text,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/eau-rihla-eau-de-parfum-75ml.html
EDPMINTP75C::曼特淡香精,曼特淡香精,个人香氛,淡香精,1,none,,direct,天竺葵|广藿香|玫瑰醚|薄荷,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,1,long_description_semantics_untyped,https://www.diptyque-cn.com/p/eau-de-parfum-eau-de-minthe-2.html
EDPNABATIP75C::天堂花园之水淡香精,天堂花园之水淡香精,个人香氛,淡香精,1,none,,direct,佛手柑|永生花|秘鲁香脂|苦橙叶,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/eau-nabati-eau-de-parfum-75ml.html
EDPOMBREP75C::影中之水淡香精,影中之水 - 淡香精,个人香氛,淡香精,1,direct,影中之水,direct,大马士革玫瑰|苦橙叶|黑醋栗叶|黑醋栗花蕾,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/l-ombre-dans-l-eau-eau-de-parfum-75ml-1.html
EDPOUDP75C::帕劳乌木香调淡香精,帕劳乌木香调淡香精,个人香氛,淡香精,1,none,,none,,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,1,formula_present_without_note_evidence,https://www.diptyque-cn.com/p/oud-palao-eau-de-parfum-75ml-1.html
EDPPHILOP75C::希腊无花果香调淡香精,希腊无花果香调淡香精,个人香氛,淡香精,1,direct,希腊无花果,direct,无花果叶|无花果木|无花果树汁|黑胡椒,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/philosykos-eau-de-parfum-75ml-1.html
EDPPREM06100::宝石之眼淡香精,宝石之眼淡香精,个人香氛,淡香精,1,direct,大千之蕴,direct,琥珀木质香,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/premo6100-de-parfum-100ml.html
EDPROSEP75C::玫瑰香调淡香精,玫瑰香调淡香精,个人香氛,淡香精,1,direct,玫瑰香调,direct,大马士革及千叶玫瑰|洋甘菊|洋蓟|荔枝,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/eau-de-parfum-eau-rose-75ml.html
EDPROSEROC100::沙漠玫瑰淡香精,沙漠玫瑰淡香精,个人香氛,淡香精,1,direct,大千之蕴,direct,千叶玫瑰|广藿香|柠檬,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/rose-roche-de-parfum-100ml.html
EDPTAMDAOP75C::谭道淡香精,谭道淡香精,个人香氛,淡香精,1,direct,谭道,direct,柏树|檀香|雪松|香菜,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/tam-dao-eau-de-parfum-75ml-1.html
EDPTEMPOP75C::旋律淡香精,旋律淡香精,个人香氛,淡香精,1,none,,direct,广藿香|紫罗兰叶|马黛茶|鼠尾草,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/tempo-eau-de-parfum-1.html
EDPVETYP75C::维堤里欧淡香精,维堤里欧淡香精,个人香氛,淡香精,1,none,,direct,土耳其玫瑰|海地香根草|爪哇香根草|葡萄柚,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/vetyverio-eau-de-parfum-75ml-1.html
EDPVOLUTEP75C::维路德淡香精,维路德淡香精,个人香氛,淡香精,1,none,,direct,红没药|肉桂|蜂蜜,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/eau-de-parfum-volutes-2.html
EDT34B::圣日尔曼大道34号淡香水,圣日尔曼大道34号淡香水,个人香氛,淡香水,1,direct,圣日尔曼大道34号,direct,玫瑰|琥珀|肉桂|黑醋栗花蕾,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/34-boulevard-st-germain-eau-de-toilette-1.html
EDTAUTRE100V1::别样淡香水,别样淡香水,个人香氛,淡香水,1,none,,direct,小茴香|肉豆蔻|香芹籽|鼠尾草,none,,direct,留香,pdp_long_description|story_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/eau-de-toilette-lautre-1.html
EDTDOSON::杜桑淡香水,杜桑淡香水,个人香氛,淡香水,2,direct,杜桑,direct,晚香玉|橙花|茉莉,direct,海洋香调,direct,扩香,story_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,5,,https://www.diptyque-cn.com/p/do-son-eau-de-toilette-1.html
EDTDUELLE::杜耶尔淡香水,杜耶尔淡香水,个人香氛,淡香水,2,none,,direct,粉红胡椒|莎草油|菖蒲|香草,none,,candidate,留香,,direct,旅行,story_text,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/eau-de-toilette-eau-duelle-50ml-1.html
EDTEAU100V1::永恒之水淡香水,永恒之水淡香水,个人香氛,淡香水,1,none,,direct,丁香|天竺葵|生姜|肉桂,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/l-eau-eau-de-toilette-1.html
EDTFLEUR::肌肤之花淡香水,肌肤之花淡香水,个人香氛,淡香水,2,candidate,肌肤之花,direct,玉兰|鸢尾|麝香,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,1,long_description_semantics_untyped|scent_identity_name_only,https://www.diptyque-cn.com/p/fleur-de-peau-eau-de-toilette-100ml-1.html
EDTGERA100V1::天竺葵香调淡香水,天竺葵香调淡香水,个人香氛,淡香水,1,none,,direct,天竺葵|小豆蔻|零陵香豆|香根草,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/eau-de-toilette-geranium-odorata-102.html
EDTHESP100V1::海丝佩拉蒂淡香水,海丝佩拉蒂淡香水,个人香氛,淡香水,1,none,,direct,柠檬|永生花|苦橙|薄荷,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/eau-de-toilette-eau-des-hesperides-1.html
EDTLENTE100V1::沉静之水淡香水,沉静之水淡香水,个人香氛,淡香水,1,none,,direct,红柑|红没药|肉桂|雪松,none,,candidate,留香,,none,,,direct,放松,pdp_long_description|story_text,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/eau-de-toilette-eau-lente-1.html
EDTLIERRE::利埃尔淡香水,利埃尔淡香水,个人香氛,淡香水,1,none,,direct,仙客来|白松香|粉红胡椒|紫檀木,none,,direct,留香,pdp_long_description|story_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/eau-de-lierre-eau-de-toilette-2021.html
EDTMOHE100V1::依兰香调淡香水,依兰香调淡香水,个人香氛,淡香水,1,none,,direct,依兰|姜|粉红胡椒|香根草,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/eau-de-toilette-eau-moheli-101.html
EDTNERO100V1::橙花香调淡香水,橙花香调淡香水,个人香氛,淡香水,1,candidate,橙花,direct,佛手柑|橙花|苦橙花|蜂蜡,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,scent_identity_name_only,https://www.diptyque-cn.com/p/eau-de-toilette-eau-de-neroli-1.html
EDTOFRESIA100V1::小苍兰香调淡香水,小苍兰香调淡香水,个人香氛,淡香水,1,none,,direct,康乃馨|愈创木|白小苍兰|黑胡椒,none,,direct,留香,pdp_short_description,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,,https://www.diptyque-cn.com/p/eau-de-toilette-ofresia-1.html
EDTOLENE::奥利恩淡香水,奥利恩淡香水,个人香氛,淡香水,2,none,,direct,水仙|紫藤|茉莉|金银花,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/olene-eau-de-toilette-100ml-1.html
EDTOMBRE::影中之水淡香水,影中之水 - 淡香水,个人香氛,淡香水,2,direct,影中之水,direct,大马士革玫瑰|苦橙叶|黑醋栗叶|黑醋栗花蕾,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/l-ombre-dans-l-eau-eau-de-toilette-1.html
EDTORPHEDT100::奥费恩淡香水,奥费恩淡香水,个人香氛,淡香水,1,direct,奥费恩,direct,杜松子|雪松|青橘,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/orpheon-eau-de-toilette-100ml.html
EDTOYEDO::东京淡香水,东京淡香水,个人香氛,淡香水,2,none,,direct,柚子|百里香|覆盆子|青柑,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/oyedo-eau-de-toilette-1.html
EDTPAPIER::纸上淡香水,纸上淡香水,个人香氛,淡香水,2,direct,纸上,direct,含羞草|白麝香,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/eau-papier-eau-de-toilette-100ml.html
EDTPHILO::希腊无花果香调淡香水,希腊无花果香调淡香水,个人香氛,淡香水,2,direct,希腊无花果,none,,direct,木质香调,candidate,留香,,direct,旅行,story_text,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,4,formula_present_without_note_evidence,https://www.diptyque-cn.com/p/eau-de-toilette-philosykos-100ml-1.html
EDTROSE::玫瑰香调淡香水,玫瑰香调淡香水,个人香氛,淡香水,2,direct,玫瑰香调,direct,千叶玫瑰|大马士革玫瑰|龙涎香,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/eau-de-toilette-eau-rose-102.html
EDTSENS::感官之水淡香水,感官之水淡香水,个人香氛,淡香水,2,direct,感官之水,direct,广藿香|当归根|杜松子|橙花,none,,direct,留香,story_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,4,,https://www.diptyque-cn.com/p/eau-de-toilette-eau-des-sens-100ml-1.html
EDTSET5::淡香水礼盒五支装,淡香水礼盒五支装,个人香氛,淡香水礼盒,1,none,,none,,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,1,formula_present_without_note_evidence,https://www.diptyque-cn.com/p/discovery-set-of-5-eaux-de-toilette-1.html
EDTSUM26SENS100::感官之水淡香水（限量版）,感官之水淡香水（限量版）,个人香氛,淡香水,1,candidate,感官之水,none,,direct,果香调,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|description_text,1,formula_present_without_note_evidence|long_description_semantics_untyped|scent_identity_name_only,https://www.diptyque-cn.com/p/eau-de-toilette-eau-des-sum26sens-100ml-1.html
EDTTAMDAO::谭道淡香水,谭道淡香水,个人香氛,淡香水,2,direct,谭道,direct,柏树|檀香|雪松|香桃木,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,3,,https://www.diptyque-cn.com/p/tam-dao-eau-de-toilette-1.html
EDTTROIS100V1::三重水淡香水,三重水淡香水,个人香氛,淡香水,1,none,,direct,岩玫瑰|没药|焚香|迷迭香,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,candidate,savoir_faire_text,none,4,pdp_short_description|pdp_long_description|story_text|savoir_faire_text,2,craft_copy_outside_physical_family|cross_family_duplicate_craft_copy,https://www.diptyque-cn.com/p/edt-trois-fl-101.html
EDTVETY::维堤里欧淡香水,维堤里欧淡香水,个人香氛,淡香水,2,none,,direct,土耳其玫瑰|海地香根草|爪哇香根草|葡萄柚,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,2,,https://www.diptyque-cn.com/p/edt-ml-101.html
HAIRMIST1::巴黎之水发香喷雾,巴黎之水发香喷雾,个人香氛,发香喷雾,1,direct,巴黎之水,direct,佛手柑|广藿香|玫瑰,none,,candidate,留香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|formule_text,3,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/eau-capitale-hair-mist.html
HAIRMIST2::感官之水发香喷雾,感官之水发香喷雾,个人香氛,发香喷雾,1,direct,感官之水,direct,广藿香|当归根|杜松子|橙花,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/eau-des-sens-hair-mist-1.html
HAIRMIST3::玫瑰香调发香喷雾,玫瑰香调发香喷雾,个人香氛,发香喷雾,1,direct,玫瑰香调,direct,千叶玫瑰|大马士革玫瑰,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/parfum-pour-les-cheveux-eau-rose-1.html
HAIRMIST4::杜桑发香喷雾,杜桑发香喷雾,个人香氛,发香喷雾,1,direct,杜桑,direct,晚香玉|橙花|茉莉,direct,海洋香调,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,3,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/do-son-hair-mist-1.html
HAIRMIST6::纸上发香喷雾,纸上发香喷雾,个人香氛,发香喷雾,1,direct,纸上,direct,含羞草|白麝香,none,,candidate,留香,,none,,,direct,随身携带,pdp_long_description,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|formule_text,4,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/papier-hair-mist.html
HAIRMIST7::希腊无花果香调发香喷雾,希腊无花果香调发香喷雾,个人香氛,发香喷雾,1,direct,希腊无花果,direct,无花果叶|无花果木|无花果汁|黑胡椒,none,,direct,留香,story_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,4,,https://www.diptyque-cn.com/p/philohmist-hair-mist.html
HAIRMIST::肌肤之花发香喷雾,肌肤之花发香喷雾,个人香氛,发香喷雾,1,candidate,肌肤之花,direct,粉红胡椒|鸢尾|麝香|黄葵籽,none,,candidate,留香,,none,,,direct,随身携带,pdp_long_description,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,2,scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/fleur-de-peau-hair-mist.html
